text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
"طبعا مفيهش العيب , غي شي دراري كيبسلو وكيبداو يبجقوها ويحلوها لمن هبت ودبت حتا كتولي تصحاب كرها شي لعبة, وكتبدا تعمم",negative,negative,negative,negative,negative,negative,negative,negative,negative
"فخور بكري مكنطيحش من راسي. دريات لي كيتشكاو من🍇هنا, وكيقولو لمخير هنا كيتعنب عليهن. عمري تعنبت على شي وحدة هنا وعمري نديرها , وبنت وحدة لي تغزلت بيها هي , حيت زينها كيستاهل❤. ولي عندها شي دليل عليا تجبدو دابا النيت.",negative,negative,negative,negative,negative,negative,negative,negative,negative
": هههههه ولاو كيتزوجو غي لي ""مقودة عليهوم"". أما ليعندو شي ريال راه كيعرف من أين تؤكل الكتف وكيتكمش....",negative,negative,negative,negative,negative,negative,negative,negative,negative
"للأسف, هذا لي مبغا حتا واحد يعترف بيه لنفسو , را مغيتبدل والو حتا نوليو فدار نحتارمو ختيارات خواتاتنا وخوتنا ولوالدين يحتارمو ولادهم وختياراتهم ماشي يستعبدوهم و يملكوهم, نهار ميبقاش لعنف فلبيت غيبدا ينعاكس على الشارع وهي غادة. لكن مزال بعاد على هادشي حنا. 💙🙏",negative,negative,negative,negative,negative,negative,negative,negative,negative
"1:بلاش من المراوغات العاطفية بدوك لكلمات ديال مخلي ولادو... , هداك واجب وماشي خير منو. 2: جل لمغاربة فلأحياء كيستمتعو بالعنف و ضرب لآخر ولحكرا وهادشي كين حتا فلمخازنية لي أصلهم مغاربة جاو من نفس لأحياء لي ترباو فيها على لعنف ولحكرا . و أعتقد هادشي غنبقاو نشوفوه ديما.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"تقدري تقولي هكاك,حيت ماشي هو لأساسي فلجمال واخا كيقولو نصف جمالها فشعرها,را كين بناث فيهن إثارة لذكر ولكن معندهمش الشعر , وكتعتامد على كل ذكر و رغباتو حيت كين لي تثيره لي شعرها قصير, لكن عموما كي قلت الشعر كيزيدكن جمال وكل ذكر ودوقو , بحال ذوق لبنت للذكر كذلك يختلف من وحدة لوحدة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"إلى قصدتي باﻹثارة زعما لإثارة لجنسية , كنضن را على حساب طول الشعر و اللبسة لي لابسة لبنت و لمشية لي دايرة. على لعموم شعر لبنت كيزيدها جمال و كنضن كاع الدراري كيعجبوهم الشعورات",negative,negative,negative,negative,negative,negative,negative,negative,negative
"ماشي كنعيق عليكم بصاحبي وديك لهدرا ديال طاحت بطانة. ولكن صاحبي لهيئة ديالو توحي أنه دمدومة وبهلووول ولا تعكس الداخل ديالو,ونهار حقد وكعاه واحد خونا فالدرب لي كان هاز عليه موس. خرج صاحبي من دارهم لابس غير كيلوط وهاز 2 كيسان دالجاج واحد ضرب بيه خونا لوجهو ؤ واحد تهرس فيده وتكبتات.",negative,negative,negative,negative,negative,positive,negative,negative,negative
"كنضن بحال هاد الشي لي دكر فلفيديو مافيه باس , بعيدا على لمظهر ديالو لخلفية تاعو",negative,negative,negative,negative,negative,negative,positive,negative,negative
"حتا أنا باقي بلا نعاس و أنا فلخدمة دابا , وجو الصباح بصح زوين ولكن كيكون أزين إلى فقتي مع ديك 7 ونتا شبعاااان نعاس و صيبتي لك فطور و فطرتي نعام أسيدي وحليتي الشرجم يدخل لغربي وتكيييتي كتسمع لأفكار وترد لها لبال , ياااسلام😍",negative,negative,negative,negative,negative,negative,negative,negative,negative
"طبعا سؤال لم أقل لعكس , ولكن طرح سؤال بحال هادا باش تجاوب بيه , كيبين أنك معرفتيش تجاوب و لإيغو عندك مخلاكش تعترف وتقول معرفتش. على لعموم نتمنى تكون وصلت لفكرة لي بغيت نقول رفيقي",negative,negative,negative,negative,negative,negative,negative,negative,negative
"غتستافد معلومة طبعا , هذا إل كان الجواب فيه ما يكفي من الحقيقة",negative,positive,positive,negative,positive,negative,positive,negative,negative
"كين العديد من تفسيرات و كل تفسير كيبقا على حسب لمعتقد د الشخص , و الجواب الحقيقي مغيعطيه لك حد , حتا إلى شي مسلم مثلا بغا يجبدو من القرآن فهو غيعطك تفسيرات د أشخاص معينين أو ديالو على حسب المعتقد كي قلت في اللول. باش تجاوب على السؤال وتكشف الحقيقة خاصك تموت",negative,negative,negative,negative,negative,positive,negative,negative,negative
للأسف,negative,positive,positive,negative,positive,positive,negative,positive,positive
: لا الجوامع و لا الزوايا و لا البيران مسؤولين على قلة المستشفيات. .. المسؤولية كلشي عارفة ديالمن غير اللي كيبغي يتكلخ علينا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
"ماشي ضروري تشري حوايج غااااليين وتلبسهم باش تحس بالسعادة وتبقا تخسر في اللعاقة, را خطرات غي مني كدوش وتلبس حوايج نقيين و الدير رويحة زوينة وتغلس مع والديك فالدار و معندكمش كريديات ومشاكل عائلية را حتا هي سعادة والله الرفاق.",positive,negative,negative,negative,negative,negative,negative,negative,negative
"متافق , الكتابة بحدها كدير مشاكل و أنا غالبا فالمراسلة كنحاول نعزل لكلمات خاصة مع ناس لي مكنعرفهمش في الواقع .",negative,negative,negative,negative,negative,negative,negative,negative,negative
"لي ناضو ليا بسبب التغربدة د vasline فكروني غير فردة فعل لمغاربة لقداااام ,تجاه كتاب الخبز لحافي لمحمد شكري , لي كان وصف فيه الصوت لي كانت تصدره والدته بليل وهي مع لوالد تاعو. طبعا مقام السيد محمد شكري عالي عليا, الله يرحمو فهاد النهار.",negative,positive,positive,positive,negative,positive,positive,negative,negative
"أعتقد الكون عنده قوانين باش خدام و إن أخللنا بالقوانين ندفع الثمن حتا و إن لم نكن نعي بوجود تلك القوانين , هذا هو الجميل في الطبيعة , عارف أو معارفش غتدفع الثمن وبدون مساومة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"نريييييي أ الصاطة كيعجبني ديال بصح , عرفتي كتفيق مع الصباح و كتحل الشرجم و كدفع لفدريش حتا كيتخبط مع لحيط, يسلااااام على نوستالجيا😭😭👌",negative,negative,negative,negative,negative,negative,negative,negative,negative
متقوليش ليا عندكم لفدريش و شرجم دلعود لي فيه جاج😍,negative,negative,negative,negative,negative,negative,negative,negative,negative
"لقيت vasline فبيت لوالد و لوالدة, لمهم معرفتش آش كانو كيديرو بيها , أنا هزيتها كندهن بيها يدي حيت تقشرو ليا بلغسيل بصابون.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"هادي سنة د الحياة , طبعا خاصنا نستمتعو بوجودهم و لكن لاداعي للخوف من فقدانهم , لأنه حاجة حتمية هاديك.",negative,negative,negative,negative,negative,positive,positive,negative,negative
"ههههه لملل كيخليك تبقا تكفت بكثرة الصاط , خاصك تلها فشي حاجة و إلى غادي تفقد معنى الحياة مع الوقت , هذا إلى مكنتيش فقدتيه أصلا ههههه",negative,negative,negative,negative,positive,negative,negative,negative,negative
"خاصنا إعادة برمجة لقلاوي كاااامل , را مغتبدل حتا قلوى إلى لمغاربة فيديورهم وعاداتهم وتقاليدهم لي فاااسدة متبدلوش",negative,negative,negative,negative,negative,negative,negative,negative,negative
"لا را بصح حتا اللبسة كتخليك تبدل المشية , إلى مثلا لابس بدلة رسمية كوستيم و ربطة عنق , را ماشي هي لابس بيل نصكم و شورط وخارج كدور",positive,negative,negative,negative,negative,negative,negative,negative,negative
مشكلة الرياء. قبل مندير شي خير كنحدد النية و من بين النوايا هي أنني كنفضل يشوفوني الناس كندير الخير على أنني يشوفوني كنشفر أو كنتعدا على شي مخلوق.,negative,negative,negative,negative,negative,negative,negative,negative,negative
"مني كنا كنكونو مريحين فالزنقة أنا وصاحبي و كتبان له شي درية عجباتو. كيقول ليا: هاك الصاط على تيتيزة كي زوينة. كنقوله: خيبة معجباتنيش . كيقول ليا: را مكيناش الحمار درية خيبة ودرية زوينة , غير هادي زينك وهادي ماشي زينك , حيت كلشي فيه الزين و مكينش شي بنت خيبة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
: هُم لا يدفعون أبدا للموظفين ما يكفي كي يتحرروا، فقط يدفعون ما يكفي للبقاء أحياء، والعودة إلى العمل .,negative,negative,negative,negative,negative,negative,negative,negative,negative
"الصاط دير كيري فمسمنة تكون يله طايابا و كاس د أتاي , نريييييي منعاودش لك العشير",negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يعطك الصحة,positive,positive,positive,positive,positive,positive,positive,positive,positive
"أجي علاش ربطتي الشرا بالحب . واش حتا نتوما كتشريو لدراري باش تعبرو على الحب , ولا غي الدري لي مجبر يشري باش يعبر على لحب.",positive,negative,negative,negative,negative,negative,negative,negative,negative
لي كان يمشي عدهم فوقت الرفاه يمشي يصدق عليهم دابا فوقت لحزا بدون ميدير معاهم شي حاجة و يحسبها صدقة وصافي.,negative,negative,negative,negative,negative,negative,negative,negative,negative
"كنت حبيبي نهواك, كل يوم نسمع لقوالك , كل مرا كي نلقاك نقولك نقولك عز من شافك",positive,positive,positive,negative,positive,negative,positive,negative,positive
"للأسف عدنا بعض المعتقدات لفاسدة لي كنبقاو نرددوها ومع لوقت عطاتنا جهاز برمجة و معتقد فاااسد , مثلا: كيقولو: را كيتزاد برزقز و فين تحطت يد يتحطو10... عاد زيد الفهم لخاطئ لمعنى المكتاب و القدر... الله يهدينا وصافي, للأسف.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"نصيحة صباحية. معمرك تحزق في الطونت ونتا ناعس فيها , حيت إحتمالية لإختناق كتزاد بزاااف , بسبب تسرب هاد الغاز السام و الفتاك.",negative,negative,negative,negative,negative,negative,negative,negative,negative
: الدولة كاتسرق 23 - 28 عام من عمرك في نظام تعليمي ترتيبه في ذيل قائمة دول العالم، وكاتخليك تضيع المزيد من سنوات عمرك في اكتسا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
"هي في الواقع الزواج ميقدر حد ينصحك بيه أو لعكس , حيت مسيرة دحياة كل فرد تختلف على لآخر , واخا كين نقاط مشتركة ولكن را كل شخص و مسيرة حياتو و أهدافو وغايتو من الزواج أو من أي حاجة كيديرها أو باغي يديرها.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"واحد السرباي دلقهوى مزوج ؤ والد (راجل كبير), كيجي عند واحد مول لحانوت فعمرو شي 24 سنة و كيقول: عنداااااك التزوج , أوياااك وياك وياك .",negative,negative,negative,negative,negative,negative,negative,negative,negative
"لحمد الله كنحاول يكون عندي توازن بين النوايا و لأقوال , على سبيل المثال إلى فيا الجوع و عندي غي شي لعيبة ناكلها مغنقولش للحدايا واش بغيتي شويا , من باب الصواب و أنا فنيتي كنتمنا ميقولش آه بغيت شوية. هههههه المهم عرفتش واش وصل لمعنى لي قصدت",negative,negative,negative,negative,negative,positive,negative,negative,negative
"لو كان الله كيشوف الرجولة هي يكون عند الذكور الزغب فسيقانهم وفخاضهم كون معطاش لبنات الزغب ففخاضهن و سيقانهن عاد يبقاو مقاتلات يحيدوه. لي بغيت نقول , لا علاقة بين الرجولة و الزغب, وربطنا للرجولة بالزغب في السيقان إلا دليل على أننا لا نعرف معنى كلمة رجل.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"كاع لي عينيهم مديقين (الصين, كوريا) , ملامحم كانت توحي لي بأنهم أبرياء ودرااااوش , ولكن كتشفت أنهم بخبيييزتهم أخويا و خاصة مني تفرجت في فلم parasite هههههههه",negative,negative,negative,negative,negative,negative,negative,negative,negative
"الصاط خاصك التعلم العبرية بيها غتكشف بزااااف دلمعاني في اللغة العربية , حيت بزاااف د الكلمات في العربية تم تحريف معناها .",negative,negative,negative,negative,negative,negative,negative,negative,negative
"لحجر الصحي بااااقي مطول بدا دابا النيت و ديك 15 يوم لي نتا كتشوفها ضاعت و متعلمتيش فيها, را ماضاعتش إلى جيتي تشوف, حيت فيها غتكون تعلمتي مضيعش لي جاي , إذا را مضاعتش .",negative,negative,negative,negative,negative,negative,negative,negative,negative
"كنضن باش متبقاش الطيح فلبلان ديال عندك فكرة ومعرفتيش تقولها , الحل هو خاصك تزيد مصطلحات فقاموسك , إلى معندككش مصطلحات را طبعا مغتقدر تعبر أو مغتلقاش الكلمة المناسبة لوصف الفكرة.",negative,negative,negative,negative,negative,negative,negative,negative,negative
"الكتب: ""الختم المنقوش في سيرة أخنوش"" ""النهج العالي في فلسفة حفيظ الدومالي"" ""الغائب والحاضر في ديدن بوريطة ناصر"".",negative,positive,positive,negative,positive,positive,positive,negative,negative
صباح الخير ههههههههه,positive,positive,positive,positive,positive,positive,positive,positive,positive
: من الأمور لي عراتها كورونا.. وأصبحت تدوز فالتلفزة بشكل عادي. قصة نموذج ديال التهميش.,negative,negative,negative,negative,negative,negative,negative,negative,negative
mi buen amiga 💙💛 happy birthday,positive,positive,positive,negative,positive,negative,positive,positive,positive
: imagine if it was a hovering tripoter 😭,negative,positive,positive,positive,positive,positive,positive,positive,positive
حسب الفصل 159 من القانون الجنائي فإن كل سلاوي يرفض الامتثال لأفراد الأمن تخفف عقوبته إذا وقعت النازلة بعد الرابعة عصرا.,negative,negative,negative,negative,positive,negative,negative,negative,negative
: نحتاج قَتلَة مأجورين والله ولازم مارفل تخترعلنا قصة البطل/ة العربيه اللي كانت تروح لكل اب واخ واسرة قتلت بنتها او طفلها بال…,negative,negative,negative,negative,negative,negative,negative,negative,negative
الزغبي بقا يطير تا رفدوه لبنـﯕـرير🎶,negative,negative,negative,negative,positive,negative,negative,negative,positive
: يرقص لها ويغير لون شعره وقصته حبدا لو طبخ اكله تحبها لأنه الخلل اكيد منه,positive,positive,positive,negative,positive,positive,positive,negative,negative
: رجال هاد الوقت ما بقاوش يصبروا بحال رجال زمان، كان ياكل العصا وعينيه فالأرض 😒,negative,negative,negative,negative,negative,negative,negative,negative,negative
"the ""thanks for your application, we appreciate and value your skills but for the moment unfortunately we can't hire you"" look.",positive,positive,positive,positive,positive,positive,positive,negative,negative
يصبر من أجل أولاده. فالرجل في آخر المطاف ليس له إلا أولاده وبيت زوجته.,negative,negative,negative,negative,positive,negative,negative,negative,negative
تبغي شي خرافة عالمية بحال هادي؟,positive,negative,negative,negative,negative,negative,negative,negative,negative
زيد عاير والديه اكثر,positive,negative,negative,negative,positive,positive,negative,positive,positive
والله إني فقط أسايرك في هلوساتك يا أخ فهد,positive,positive,positive,negative,positive,negative,positive,negative,positive
"because i'm an uppity ass that does not interact, as some say! 😭",negative,positive,positive,positive,negative,positive,positive,negative,negative
يا أخ مصطفى أولياء الله لهم بكل خطوة مشروع، والمشروع بعشر,negative,positive,positive,negative,positive,positive,positive,negative,negative
: وي كانو عايشين تما شوية قلبوها سياحة هاذو فنواحي صفرو شوية قلبوها سياحة و تا بيع دكشي تقليدي و را…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: زوينين للسائح يضرب فيهم يومين يتمنظر اما السكن الدائم هنا كنضحكو على بعضياتنا و راه الزواق يطير,negative,negative,negative,negative,negative,negative,negative,negative,negative
: كنا قرينا عليهم هاد النوع ديال الديور اللي منحوتين من الجبال ولا محفورين تحت لرض، دابا ماصالحينش للعيش من تا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: stop romanticizing poverty ra kaymoto bel berd a zbi w ntoma talqin fiha aesthetics hna,positive,positive,positive,positive,negative,positive,positive,negative,negative
زوينة وسبيكتاكيلار للسائح اللي غايدوّز يومين ويمشي. ماشي بلاصة للعيش واخا تكون في ايطاليا.,negative,negative,negative,negative,positive,negative,negative,negative,negative
": كي كيديرو هاد الناس يبانلهم هادشي زوين ؟؟!!! راه ""كهف"" ا عباد الله للأسف باقي هادشي شفتو بعيني",negative,negative,negative,negative,negative,negative,negative,negative,negative
تزيين الفقر والتطبيع مع اللاإنسانية. راه عيب 2020 والناس عايشين بحالا في العصر الحجري.,negative,negative,negative,negative,negative,negative,negative,negative,negative
look at the racist old raggedy ass hoe!!,positive,positive,positive,positive,positive,positive,positive,negative,positive
thank you i'll keep my bbq,positive,positive,positive,negative,positive,positive,positive,positive,positive
يشريو ليا تلفون جديد وعيب عليا ايلا ما انسطاليتوش,negative,negative,negative,negative,negative,negative,negative,negative,negative
: i heard that paid couple of days ago the gas for everyone on the petrol station...great gesture 👏🏻 but can you…,positive,positive,positive,positive,positive,positive,negative,negative,negative
"تويتوما اليوم موضوع المضاربة ""هل أنت مع أو ضد الزغبات اللي فزك وحدة فميريكان آفاق وتطلعات"".",negative,negative,negative,negative,negative,negative,negative,negative,negative
: تجاوز الاسطورة مالدونادو على هاملتون يعتبر واحد من التجاوزات التي تدرس في التاريخ .. تجاوز الموسم على حلبة فالنسيا 2012 .. ر…,negative,positive,positive,negative,negative,negative,positive,negative,negative
this زيارة should have been an email,positive,negative,negative,negative,positive,negative,negative,positive,positive
ايلا كانت جائحة عالمية ما كافياش للأحزاب باش يحطو العداوة السياسية جانبا ويركزو على شنو في الميدان، إيمتا غايديرو عقل؟ قويويدين,negative,negative,negative,negative,negative,negative,negative,negative,negative
: هذه الفضيحة التي أماطت اللثام عنها صحيفة تستوجب فتح تحقيق لمعرفة كل ملابسات وحيثيات هذه الصفقة المشبوهة وخ…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: الحلم ديالي تحقق أخيرا وشفت النهضة السطاتية طلعت تلعب في القسم الاول تذكير: سطات في المنطقة 1,negative,positive,positive,negative,positive,negative,positive,negative,negative
": سطات دايرة فحال هاديك صاحبتك المجتهدة اللي العام كولو وهي ""يو أر ماي بست فراند"" و القلوبا....و ملي جا الوطني قلب…",negative,negative,negative,negative,negative,negative,negative,negative,negative
دابا حنا رأس المجموعة غايحطونا مع الصخيرات نضربوهم ونتعادلو مع آسفي ولويجانطي,negative,negative,negative,negative,negative,negative,negative,negative,negative
البيت الأبيض كايهضرو بالدخان,negative,negative,negative,negative,positive,negative,negative,positive,positive
واخا حتى واحد ما سول. هاد السينيال (عندو 2 خوتو في فريكونصات اخرى) كايغطي وسط أوروبا. العمل ديالو هو التحكم في الباراميتر تاع عدّادات الكهرباء الأوروبية (اللي فيها ريسيبتورات) مثلا: على حسب الوقت والجو والحرارة التيليسويتش كايرسل أوامر للعدادات باش يزيدو أو ينقصو تعريفة الإستهلاك,negative,negative,negative,negative,negative,negative,negative,negative,negative
": قال مصدر حكومي ل ""لوديسك"":إن الحجر الصحي بشكله الحالي في طريقه إلى النهاية وأن كثيرا من القيود سيتم رفعها تدريجيا في الأيام…",positive,negative,negative,negative,positive,negative,negative,negative,negative
: بحالا غاينوضو يعاودو اش طرا داك الوقت ...,negative,negative,negative,negative,positive,negative,negative,positive,positive
how dare you? (not talking about tea bags they suck),negative,negative,negative,negative,positive,negative,negative,negative,negative
: من هنا أتابعكم و داكشي .... ثانوية فرانكلن روزفلت، اللي كانت كتقرر فيها عمليات الحرب العالمية الثانية من قبل الحلفاء، و كانت ا…,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله أكبر مات الجزار نكورونزيزا,negative,negative,negative,negative,positive,negative,negative,negative,negative
: لغير المطلعين على قضية لجين_الهذلول إليكم الذي أجراه الزميل عبد الله ملكاوي مع شقيقتها علياء العام الماضي على …,negative,negative,negative,negative,positive,negative,negative,negative,negative
: لا بربي هادي مادوز، سيفطو ليا مانيطة محلول مشرطك بالطورنوڤيس كلت شي باس ماكاين، صيفطو للوالدة كريم فيه غي…,negative,negative,negative,negative,negative,negative,negative,negative,negative
راه عيب أنه القضايا مايتخاد فيها حكم القانون حتى تكون فضيحة في الانترنت عاد تتحرك.,negative,negative,negative,negative,negative,negative,negative,negative,negative
": ""بالوحدة و التضامن لي بغيناه يكون يكون!"" سكان جماعة ""فم الحصن"" (إقليم طاطا) هذا الصباح في مسيرة شعبية تضامنا مع الطفلة المغت…",negative,negative,negative,negative,negative,negative,negative,negative,negative
ﯕـول هادشي للأولى ملي كانت كل نهار تدير روبورتاج على فنزويلا ضد مادورو ومع داك خينا اللي جابوه ماريكان.,negative,negative,negative,negative,negative,negative,negative,negative,negative
it's a hoax bro. that episode wasn't in 2000.,positive,negative,negative,negative,positive,negative,negative,positive,positive
في سوسة 102.5 و 107.3 😃 هذا تردد آخر. وأنا أضع موقع أبراج البث وليس موقع المقر الرئيسي.,negative,negative,negative,negative,negative,negative,negative,negative,negative
: إكرام طفلة تبلغ من العمر 6 سنوات، في فم الحصن إقليم طاطا، هُتك عرضها، ومتع قاضي التحقيق الفاعل بالسراح!!! الجريمة التي وقعت…,negative,negative,negative,negative,negative,negative,negative,negative,negative
هادا اللي كايهضر معاك راه عاير العيالات ﯕـال ليهم ليتربوكسز,negative,negative,negative,negative,positive,negative,negative,negative,negative
: أمريكا تطالب بريطانيا بإخضاع الأمير أندرو للاستجواب حول تورطه في قضية جيفري إبشتاين via,positive,negative,negative,negative,negative,negative,negative,negative,negative
: بين الحزن والغضب. ماذا تختار المرأة؟ وجدان بو عبدالله | تعددية,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يقوي الخير,positive,positive,positive,positive,positive,positive,positive,positive,positive
: جانب من مظاهرة في تونس السبت تنديدًا بالعنصرية وبجريمة قتل جورج_فلوید -صور -,negative,negative,negative,negative,negative,negative,negative,negative,negative
: لا يمكن للعقل البشري أنه يتخيل بالي ممكن يكون شي موقف فحال هدا,negative,negative,negative,negative,negative,negative,negative,negative,negative
..and when it's an overhead pass it's night side😭,positive,positive,positive,negative,positive,negative,positive,positive,positive
شكون جابك هنا آ عمّي سير توضّا وصلي شي جوج ركيعات يخفافو عليك ذنوب هاد قذف المحصنات اللي ساير تدير.,negative,negative,negative,negative,negative,negative,negative,negative,negative
: حتى انا.. جا بشوية موراه، هبط الكمامة، زاد خطوة القدام، لاح القنبولة، عطاه بالضهر، وزاد.,negative,negative,negative,negative,negative,negative,negative,negative,negative
no matter how big he is a kick in the baby maker will pacify him.,positive,positive,positive,negative,positive,positive,negative,negative,positive
why the fuck nobody hadouken'd the shit out of this asshat?,positive,negative,negative,negative,positive,negative,negative,negative,negative
اللهم قوي إيمانه. كاتب سورة التوبة بلكلب هههههههههه,positive,negative,negative,negative,negative,negative,positive,negative,negative
: من الحلويات لي كتعجبني بزااااااف .. فقت بكري باش نوجدها وتكون باردة للغداء😍 حلوى بكريمة الفانيللا منسمة بالليمون الحامض❤️…,negative,positive,positive,negative,negative,negative,positive,negative,negative
: دابا الا فهمت، كاينة واحد السيدة كفيفة دارت قناة يوتيوب تاتدير فيها وصفات ديال الطبخ، تضامنو معاها الناس ؤ دارو ليها اشتراك ف…,negative,negative,negative,negative,negative,negative,negative,negative,negative
نتا كون تضحك معايا بوحدك هانيا ولكن آ صاديقي كاتجيب معاك الحميّة😭😭😭 كانويها فشكل,negative,negative,negative,negative,negative,negative,negative,negative,negative
: و مين كاتنود للصبورة تحضي القسم، و تقيد اسماء المشاغبين فالصبورة، كاتزاد فيك ضلعة 😁,negative,negative,negative,negative,positive,negative,negative,negative,negative
صدمة قوية للبوليساريو والجزائر وكاتب الصحراء الغربية. عتقو آ الدراري القضية ولا فيها طرف رابع😭,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يرضي عليك,positive,positive,positive,positive,positive,positive,positive,positive,positive
: تقرير كيقول كان فيه كورونا ولكن مشي سبب الوفاة ديالو ، الوفاة كان بسبب الخنق,negative,negative,negative,negative,negative,negative,negative,negative,negative
عزانا وعزاك واحد. آبل باش يديروه رقيق جمعو الميموار والسطوكاج في شيب وحدة. خاص شي ماك آخر يتكونيكطا معاه بواحد البواطة thunderbolt ويدار ليه ريكوفري.,negative,negative,negative,negative,negative,negative,negative,negative,negative
happy birthday❤️😍,positive,positive,positive,positive,positive,positive,positive,positive,positive
": ماشي غير التصاور، حتى الهضرة و الطلعة و التنمر... بنادم كيجي جديد فتويتر ما عارف والو كيطلعوها عليه حتى كيطج مسكين. ""لا ت…",negative,negative,negative,negative,negative,negative,negative,negative,negative
ياربي يكون عادا ديديي ديشون اللي قتلو,positive,negative,negative,negative,negative,negative,negative,negative,positive
: أما بالنسبة لذاك خينا اللي يسحابلو راسو شي حاجة، واللي مقدرش ينشر مقالاته ديال السبان فمواقع كتحترم راسها فمكنجاوبش بحالو ومي…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: ونأكد ليكم؛ أنه فاش كتدير خدمة مزيانة كتحس براسك بنادم وكتخرج قدام الناس براس مرفوع، السلطة الحقيقية هي اللي كتبنى على الصح م…,negative,negative,negative,negative,negative,negative,negative,negative,negative
": بشحال گاع هاد ""الكونتوني دومارك""؟ ولا ماناشرينوش على وديت داك جوج دريال وإنما باش تعايروني وتعايرو موقع لوديسك وعلي عمار؟ نص…",negative,negative,negative,negative,negative,negative,negative,negative,negative
: غندوي حينت أنا عندي علاش نحشم وعندي وجه مكنبغيهش يتوسخ وعندي عائلة كتحتارمني، ماشي بحال شي وحدين معرفتش كيفاش كيشوفو فعينين ع…,negative,negative,negative,negative,negative,negative,negative,negative,negative
": كندوي مع التويتوما حينت القضاء ماجابلي والو. فينما رفعت دعوى ضد شي ""موقع"" ديال شي شمكار، كنخسر فلوسي ومكيعطيونيش حقي.",negative,negative,negative,negative,negative,negative,negative,negative,negative
: وماشي بوحدي اللي عييت، بزاف من الزملاء فالمهنة طلع ليهم فراسهم هادشي والشوهة اللي دايرين للبلاد. ولكن دابا بغيت نهضر على راسي…,negative,negative,negative,negative,negative,negative,negative,negative,negative
: السلام، أنا بعدا عييت. ماشي من الخدمة من أجل راسي حينت كيعجبني آش كندير ومن أو أجل قراء لوديسك أو ومن أجل بلادنا، بلادنا اللي…,negative,negative,negative,negative,negative,negative,negative,negative,negative
": ""واوا الجولة مع الحباب واوا الجولة مع الخوت"" قشبال او زروال. الله انزل عليهم الرحمة في اعلى عليين.",negative,positive,positive,negative,positive,positive,positive,negative,negative
سطات زوينة ومنها جينا يا زريويل😔💔,negative,negative,negative,negative,positive,negative,positive,positive,positive
البنات اللي بغات تخطبني تجيب هادا في الدفوع,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله أكبر ولله الحمد,positive,positive,positive,positive,positive,positive,positive,positive,positive
يا رجل كفى ضحكا ودعنا ننهل المعرفة,negative,negative,negative,negative,positive,negative,negative,positive,positive
: twittoma's favorite couple aka and thank you for letting me draw this i had a blast!!! ♥♥♥ htt…,positive,negative,negative,positive,negative,positive,negative,negative,negative
: غادي اديرو ليهم كيف دارو هنا فديك 20 فبراير ههههه تاي سالي هادشي وغادي تسمع فالغرامات خيط من السما والفوائد غادي اتزاد…,negative,negative,negative,negative,negative,negative,negative,negative,negative
": lmao - the alt-right are now circulating images of who they believe to be ""antifa organizers"" that are just the indie ro…",positive,positive,positive,positive,positive,positive,negative,negative,negative
": i got blocked 2 times from login in cause i couldn't even change the input-lang, but for some reason i…",positive,positive,positive,positive,positive,positive,positive,negative,negative
"i was typing in arabic and i had to cancel, change input and retry.",positive,positive,positive,negative,positive,positive,positive,negative,negative
how can they stand with balls that heavy?,positive,negative,negative,negative,positive,positive,negative,negative,negative
": blacklivesmatter to be completly honest, i felt out of place and uncomfortable sharing my thoughts on social media a…",positive,negative,negative,positive,negative,positive,negative,negative,negative
": اللى مش عارفين او مش فاهمين اوى اللى بيحصل فى الولايات المتحدة هو باختصار مقولة ""جون كينيدي : إن الذين يجعلون من الثورات السل…",negative,negative,negative,negative,positive,negative,negative,negative,negative
صباح الخير هههههههه,positive,positive,positive,positive,positive,positive,positive,positive,positive
: مدرب أطلانطا يقر انه كان مصابا بالكورونا يوم لعبوا ضد فالنسيا. امي امي......هذا قالب زوين,negative,negative,negative,negative,positive,negative,negative,negative,negative
: وم ع : بطولة العالم للفورمولا واحد: الحكومة النمساوية تجيز إقامة سباقين في يوليوز دون جمهور,negative,negative,negative,negative,positive,negative,negative,negative,negative
it used to fail a lot. and the hot gases jam the signals as well.,positive,positive,positive,positive,positive,positive,positive,negative,negative
